00000000,204,0,0,0
00000001,204,113,0,0
00000001,204,113,0,131
00000005,201,113,0,131
00000005,201,87,0,131
00000005,201,87,176,131
00000006,201,87,176,128
00000007,201,80,176,128
00000008,201,80,173,128
00000010,198,80,173,128
00000016,198,83,173,128
00000017,198,83,176,128
00000018,204,83,176,128
00000018,204,95,176,128
00000019,204,95,180,128
00000019,204,95,180,131
00000021,199,95,180,131
00000021,199,91,180,131
00000022,199,91,175,131
00000022,199,91,175,128
00000024,206,91,175,128
00000024,206,103,175,128
00000025,206,103,181,128
00000026,206,103,176,128
00000027,208,103,176,128
00000028,208,110,176,128
00000028,208,110,180,128
00000030,208,115,180,128
00000033,202,115,180,128
00000034,202,115,180,127
00000036,207,115,180,127
00000037,207,110,180,127
00000037,207,110,177,127
00000043,203,110,177,127
00000046,208,110,177,127
00000050,208,110,182,127
00000051,208,110,175,127
00000053,208,110,175,123
00000054,208,110,181,123
00000055,208,110,181,127
00000059,208,110,181,121
00000063,208,110,181,121
00000064,208,110,176,121
00000066,208,122,176,121
00000067,208,122,180,121
00000076,208,117,180,121
00000077,208,117,180,119
00000078,202,117,180,119
00000079,208,117,180,119
00000079,208,118,180,119
00000079,208,118,180,122
00000080,208,123,180,122
00000081,208,123,180,117
00000083,208,123,181,117
00000089,208,123,181,119
00000092,208,116,181,119
00000100,208,116,181,112
00000102,208,116,176,112
00000106,208,123,176,112
00000107,208,123,180,112
00000109,202,123,180,112
00000110,202,116,180,112
00000116,208,116,180,112
00000122,212,116,180,112
00000123,212,123,180,112
00000123,212,123,181,112
00000126,202,123,181,112
00000126,202,117,181,112
00000129,209,117,181,112
00000132,204,117,181,112
00000133,204,117,176,112
00000136,208,117,176,112
00000139,208,123,176,112
00000139,208,123,180,112
00000142,208,117,180,112
00000143,208,117,176,112
00000146,208,117,176,102
00000149,211,117,176,102
00000152,208,117,176,102
00000153,208,117,180,102
00000153,208,117,180,105
00000156,202,117,180,105
00000159,208,117,180,105
00000159,208,124,180,105
00000160,208,124,180,100
00000162,208,116,180,100
00000163,208,116,176,100
00000166,208,123,176,100
00000166,208,123,180,100
00000167,208,123,180,102
00000176,208,118,180,102
00000176,208,118,180,99
00000178,203,118,180,99
00000180,209,118,180,99
00000180,209,118,176,99
00000182,200,118,176,99
00000184,200,118,179,99
00000185,200,118,179,92
00000188,200,118,176,92
00000191,208,118,176,92
00000191,208,123,176,92
00000193,208,123,180,92
00000193,208,123,180,96
00000195,201,123,180,96
00000196,201,118,180,96
00000198,210,118,180,96
00000198,210,123,180,96
00000198,210,123,180,90
00000199,201,123,180,90
00000200,201,118,180,90
00000201,210,118,180,90
00000202,210,123,180,90
00000203,210,123,180,87
00000209,200,123,180,87
00000210,200,118,180,87
00000211,209,118,180,87
00000211,209,123,180,87
00000215,202,123,180,87
00000216,202,118,180,87
00000219,208,118,180,87
00000220,208,118,180,90
00000222,208,122,180,90
00000223,208,122,180,84
00000227,208,117,180,84
00000228,208,117,180,89
00000229,208,124,180,89
00000230,208,124,176,89
00000230,208,124,176,82
00000233,208,124,180,82
00000234,208,124,180,88
00000237,200,124,180,88
00000237,200,124,180,81
00000239,209,124,180,81
00000239,209,117,180,81
00000240,209,117,176,81
00000242,209,123,176,81
00000242,209,123,180,81
00000243,209,123,180,85
00000245,209,118,180,85
00000249,209,123,180,85
00000250,209,123,176,85
00000250,209,123,176,75
00000252,209,123,176,75
00000253,209,118,176,75
00000253,209,118,179,75
00000254,209,118,179,82
00000256,202,118,179,82
00000256,202,118,175,82
00000257,202,118,175,73
00000260,209,118,175,73
00000261,209,118,180,73
00000262,209,118,180,80
00000264,202,118,180,80
00000264,202,118,180,73
00000266,210,118,180,73
00000266,210,124,180,73
00000267,210,124,176,73
00000270,210,119,176,73
00000272,199,119,176,73
00000273,199,119,179,73
00000275,208,119,179,73
00000275,208,123,179,73
00000276,208,123,179,77
00000279,202,123,179,77
00000279,202,118,179,77
00000280,202,118,175,77
00000280,202,118,175,69
00000282,210,118,175,69
00000283,210,118,179,69
00000283,210,118,179,74
00000285,200,118,179,74
00000286,200,123,179,74
00000293,200,123,179,67
00000295,208,123,179,67
00000296,208,118,179,67
00000298,200,118,179,67
00000302,200,118,175,67
00000305,208,118,175,67
00000312,208,118,179,67
00000313,208,118,179,68
00000315,208,118,179,65
00000318,201,118,179,65
00000319,201,124,179,65
00000320,201,124,179,58
00000322,201,117,179,58
00000325,209,117,179,58
00000325,209,123,179,58
00000328,209,119,179,58
00000333,207,119,179,58
00000334,207,124,179,58
00000334,207,124,179,63
00000336,207,116,179,63
00000337,207,116,177,63
00000338,207,116,177,54
00000339,199,116,177,54
00000340,199,116,180,54
00000342,208,116,180,54
00000343,208,124,180,54
00000348,200,124,180,54
00000349,200,117,180,54
00000352,210,117,180,54
00000352,210,123,180,54
00000355,210,118,180,54
00000355,210,118,177,54
00000358,198,118,177,54
00000361,198,118,181,54
00000368,207,118,181,54
00000368,207,118,181,54
00000371,207,122,181,54
00000371,207,122,181,46
00000375,210,122,181,46
00000375,210,117,181,46
00000376,210,117,181,53
00000378,199,117,181,53
00000378,199,117,175,53
00000378,199,117,175,43
00000388,199,117,175,48
00000398,209,117,175,48
00000399,209,117,176,48
00000399,209,117,176,39
00000401,209,117,176,37
00000402,209,117,176,45
00000405,211,117,176,45
00000406,211,135,176,45
00000406,211,135,176,36
00000408,211,131,176,36
00000408,211,131,176,45
00000411,200,131,176,45
00000411,200,131,176,36
00000415,203,131,176,36
00000418,200,131,176,36
00000419,200,131,176,36
00000421,212,131,176,36
00000421,212,137,176,36
00000422,212,137,176,44
00000425,202,137,176,44
00000425,202,132,176,44
00000425,202,132,176,33
00000428,210,132,176,33
00000428,210,138,176,33
00000428,210,138,176,43
00000431,213,138,176,43
00000431,213,138,176,33
00000435,213,138,176,42
00000438,214,138,176,42
00000438,214,138,176,31
00000449,200,138,176,31
00000450,200,133,176,31
00000452,213,133,176,31
00000453,213,131,176,31
00000455,214,131,176,31
00000458,214,131,176,40
00000461,214,131,180,40
00000464,214,137,180,40
00000464,214,137,180,29
00000471,214,131,180,29
00000472,214,131,180,38
00000474,199,131,180,38
00000474,199,131,180,30
00000479,211,131,180,30
00000479,211,131,176,30
00000481,214,131,176,30
00000484,201,131,176,30
00000491,213,131,176,30
00000495,201,131,176,30
00000495,201,131,180,30
00000498,211,131,180,30
00000500,211,131,180,38
00000504,211,137,180,38
00000506,211,137,180,28
00000511,210,137,180,28
00000511,210,133,180,28
00000511,210,133,176,28
00000513,210,133,176,37
00000515,199,133,176,37
00000516,199,133,180,37
00000523,199,133,180,29
00000525,212,133,180,29
00000526,212,138,180,29
00000527,212,131,180,29
00000528,212,131,180,38
00000529,212,137,180,38
00000530,212,137,176,38
00000530,212,137,176,28
00000531,200,137,176,28
00000532,200,133,176,28
00000532,200,133,179,28
00000536,211,133,179,28
00000536,211,133,179,37
00000537,203,133,179,37
00000538,203,133,179,28
00000544,211,133,179,28
00000544,211,133,177,28
00000551,211,133,179,28
00000551,211,133,179,38
